gene_name	description	ebi_biotype
PF3D7-1422100	ribosomal_protein_L21%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1422200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1422300	DnaJ_protein%2C_putative	protein_coding
PF3D7-1422400	nucleolar_RNA-associated_protein%2C_putative	protein_coding
PF3D7-1422500	HRD1_ERAD-associated_E3_ubiquitin-protein_ligase_HRD1	protein_coding
PF3D7-1422600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1422700	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1422800	ARP4_actin-related_protein_ARP4	protein_coding
PF3D7-1422900	14-3-3_protein%2C_putative	protein_coding
PF3D7-1423000	NOG2_nucleolar_GTP-binding_protein_2%2C_putative	protein_coding
PF3D7-1423100	ankyrin-repeat_protein%2C_putative	protein_coding
PF3D7-1423200	CYP52_peptidyl-prolyl_cis-trans_isomerase	protein_coding
PF3D7-1423300	PP7_serine/threonine_protein_phosphatase_7	protein_coding
PF3D7-1423400	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1423500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1423600	calcium-dependent_protein_kinase%2C_putative	protein_coding
PF3D7-1423700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1423800	VPS3_vacuolar_protein_sorting-associated_protein_3%2C_putative	protein_coding
PF3D7-1423900	small_nucleolar_RNA_snoR23	snoRNA
PF3D7-1424000	small_nucleolar_RNA_snoR24	snoRNA
PF3D7-1424100	RPL5_60S_ribosomal_protein_L5%2C_putative	protein_coding
PF3D7-1424200	small_nucleolar_RNA_snoR25	snoRNA
PF3D7-1424300	small_nucleolar_RNA_snoR26	snoRNA
PF3D7-1424400	60S_ribosomal_protein_L7-3%2C_putative	protein_coding
PF3D7-1424500	small_nucleolar_RNA_snoR27	snoRNA
PF3D7-1424600	small_nucleolar_RNA_snoR28	snoRNA
PF3D7-1424700	small_nucleolar_RNA_snoR29	snoRNA
PF3D7-1424800	non-coding_RNA	ncRNA
PF3D7-1424900	small_nucleolar_RNA_snoR30	snoRNA
PF3D7-1425000	Plasmodium_RNA_of_unknown_function_RUF4	ncRNA
PF3D7-1425100	small_nucleolar_RNA_snoR31	snoRNA
PF3D7-1425200	enoyl-CoA_hydratase%2C_putative	protein_coding
PF3D7-1425300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1425400	DEAD/DEAH_box_helicase%2C_putative	protein_coding
PF3D7-1425500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1425600	zinc_finger_protein%2C_putative	protein_coding
PF3D7-1425700	vacuolar_ER_assembly_factor_VMA12%2C_putative	protein_coding
PF3D7-1425800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1425900	protein_HGH1%2C_putative	protein_coding
PF3D7-1426000	RPL21_60S_ribosomal_protein_L21	protein_coding
PF3D7-1426100	BTF3_transcription_factor_BTF3%2C_putative	protein_coding
PF3D7-1426200	PRMT1_protein_arginine_N-methyltransferase_1	protein_coding
PF3D7-1426300	dynein_intermediate_chain%2C_putative	protein_coding
PF3D7-1426400	MORN_repeat_protein%2C_putative	protein_coding
PF3D7-1426500	ABCG2_ABC_transporter_G_family_member_2	protein_coding
PF3D7-1426600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1426700	PEPC_phosphoenolpyruvate_carboxylase	protein_coding
PF3D7-1426800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1426900	QCR6_cytochrome_b-c1_complex_subunit_6%2C_putative	protein_coding
PF3D7-1427000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1427100	lipase%2C_putative	protein_coding
PF3D7-1427200	SEL4_selenoprotein_4%2C_putative	protein_coding
PF3D7-1427300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1427400	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1427500	MSH2-1_DNA_mismatch_repair_protein_MSH2%2C_putative	protein_coding
PF3D7-1427600	MIT3_CorA-like_Mg2+_transporter_protein%2C_putative	protein_coding
PF3D7-1427700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1427800	RRP41_exosome_complex_component_RRP41	protein_coding
PF3D7-1427900	leucine-rich_repeat_protein	protein_coding
PF3D7-1428000	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1428100	WBP11_WW_domain-binding_protein_11%2C_putative	protein_coding
PF3D7-1428200	MFS5_major_facilitator_superfamily_domain-containing_protein%2C_putative	protein_coding
PF3D7-1428300	proliferation-associated_protein_2g4%2C_putative	protein_coding
PF3D7-1428400	WDTC1_WD_and_tetratricopeptide_repeats_protein_1%2C_putative	protein_coding
PF3D7-1428500	protein_kinase%2C_putative	protein_coding
PF3D7-1428600	RF1_peptide_chain_release_factor_1	protein_coding
PF3D7-1428700	heme/steroid_binding_domain_containing_protein%2C_putative	protein_coding
PF3D7-1428800	transcription_initiation_TFIID-like%2C_putative	protein_coding
PF3D7-1428900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1429000	protein_archease%2C_putative	protein_coding
PF3D7-1429100	ribosomal_protein_L15%2C_apicoplast%2C_putative	protein_coding
PF3D7-1429200	ApiAP2_AP2_domain_transcription_factor_AP2-O3%2C_putative	protein_coding
PF3D7-1429300	CPW-WPC_family_protein	protein_coding
PF3D7-1429400	rRNA_(adenosine-2'-O-)-methyltransferase%2C_putative	protein_coding
PF3D7-1429500	DPH2_diphthamide_biosynthesis_protein_2%2C_putative	protein_coding
PF3D7-1429600	GEXP03_gametocyte_exported_protein_3	protein_coding
PF3D7-1429700	ribosomal_protein_L15%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1429800	coatomer_subunit_beta%2C_putative	protein_coding
PF3D7-1429900	WRN_ADP-dependent_DNA_helicase_RecQ	protein_coding
PF3D7-1430000	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1430100	PTPA_serine/threonine_protein_phosphatase_2A_activator	protein_coding
PF3D7-1430200	PMIX_plasmepsin_IX	protein_coding
PF3D7-1430300	acid_phosphatase%2C_putative	protein_coding
PF3D7-1430400	ATG5_autophagy_protein_5%2C_putative	protein_coding
PF3D7-1430500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1430600	endonuclease/exonuclease/phosphatase_family_protein%2C_putative	protein_coding
PF3D7-1430700	GDH2_NADP-specific_glutamate_dehydrogenase	protein_coding
PF3D7-1430800	PIP3_PhIL1_interacting_protein_PIP3	protein_coding
PF3D7-1430900	COX2B_cytochrome_c_oxidase_subunit_2B%2C_putative	protein_coding
PF3D7-1431000	ribosomal_protein_L17%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1431100	PIP2_PhIL1_interacting_protein_PIP2	protein_coding
PF3D7-1431200	OST-HTH_associated_domain_protein%2C_putative	protein_coding
PF3D7-1431300	LSG1_large_subunit_GTPase_1%2C_putative	protein_coding
PF3D7-1431400	SRA_surface-related_antigen_SRA	protein_coding
PF3D7-1431500	MAPK1_mitogen-activated_protein_kinase_1	protein_coding
PF3D7-1431600	SCS-beta_succinate--CoA_ligase_[ADP-forming]_subunit_beta	protein_coding
PF3D7-1431700	60S_ribosomal_protein_L14%2C_putative	protein_coding
PF3D7-1431800	E-NTPDase_ectonucleoside_triphosphate_diphosphohydrolase%2C_putative	protein_coding
PF3D7-1431900	ISC3_inner_membrane_complex_suture_component%2C_putative	protein_coding
PF3D7-1432000	SYN11_syntaxin%2C_Qa-SNARE_family	protein_coding
PF3D7-1432100	voltage-dependent_anion-selective_channel_protein%2C_putative	protein_coding
PF3D7-1432200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1432300	importin%2C_putative	protein_coding
PF3D7-1432400	LRR5_leucine-rich_repeat_protein	protein_coding
PF3D7-1432500	RNA_methyltransferase%2C_putative	protein_coding
PF3D7-1432600	DNA-binding_protein%2C_putative	protein_coding
PF3D7-1432700	protein-L-isoaspartate(D-aspartate)_O-methyltransferase%2C_putative	protein_coding
PF3D7-1432800	HP12_protein_homolog%2C_putative	protein_coding
PF3D7-1432900	SF-assemblin%2C_putative	protein_coding
PF3D7-1433000	NOP10_H/ACA_ribonucleoprotein_complex_subunit_3%2C_putative	protein_coding
PF3D7-1433100	HID1_domain-containing_protein%2C_putative	protein_coding
PF3D7-1433200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1433300	RBAP46_histone-binding_protein_RBBP7%2C_putative	protein_coding
PF3D7-1433400	PHD2_PHD_finger_protein_PHD2%2C_putative	protein_coding
PF3D7-1433500	TOP2_DNA_topoisomerase_2	protein_coding
PF3D7-1433600	SPC1_signal_peptidase_complex_subunit_SPC1%2C_putative	protein_coding
PF3D7-1433700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1433800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1433900	protein_kinase%2C_putative	protein_coding
PF3D7-1434000	CAF16_CCR4-associated_factor_16%2C_putative	protein_coding
PF3D7-1434100	queuine_tRNA-ribosyltransferase%2C_putative	protein_coding
PF3D7-1434200	CAM_calmodulin	protein_coding
PF3D7-1434300	HOP_stress-inducible_protein_1	protein_coding
PF3D7-1434400	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1434500	dynein-related_AAA-type_ATPase%2C_putative	protein_coding
PF3D7-1434600	METAP2_methionine_aminopeptidase_2	protein_coding
PF3D7-1434700	TIM17_mitochondrial_import_inner_membrane_translocase_subunit_TIM17%2C_putative	protein_coding
PF3D7-1434800	mitochondrial_acidic_protein_MAM33%2C_putative	protein_coding
PF3D7-1434900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1435000	COX15_cytochrome_c_oxidase_assembly_protein_COX15%2C_putative	protein_coding
PF3D7-1435100	ribonuclease_H2_subunit_B%2C_putative	protein_coding
PF3D7-1435200	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1435300	glutamate_synthase_[NADH]%2C_putative	protein_coding
PF3D7-1435400	EMC4_ER_membrane_protein_complex_subunit_4%2C_putative	protein_coding
PF3D7-1435500	CLC_clathrin_light_chain%2C_putative	protein_coding
PF3D7-1435600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1435700	ataxin-2_like_protein%2C_putative	protein_coding
PF3D7-1435800	ERA_GTPase_Era%2C_putative	protein_coding
PF3D7-1435900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1436000	GPI_glucose-6-phosphate_isomerase	protein_coding
PF3D7-1436100	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1436200	BCP1_basal_complex_protein_BCP1	protein_coding
PF3D7-1436300	PTEX150_translocon_component_PTEX150	protein_coding
PF3D7-1436400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1436500	GTP-binding_protein%2C_putative	protein_coding
PF3D7-1436600	PKG_cGMP-dependent_protein_kinase	protein_coding
PF3D7-1436700	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1436800	ClpR_ATP-dependent_Clp_protease_proteolytic_subunit	protein_coding
PF3D7-1436900	histidine_triad_protein%2C_putative	protein_coding
PF3D7-1437000	NAT8_N-acetyltransferase%2C_GNAT_family	protein_coding
PF3D7-1437100	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1437200	ribonucleoside-diphosphate_reductase_large_subunit%2C_putative	protein_coding
PF3D7-1437300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1437400	PANK2_pantothenate_kinase_2	protein_coding
PF3D7-1437500	YrhK_domain-containing_protein%2C_putative	protein_coding
PF3D7-1437600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1437700	succinyl-CoA_ligase%2C_putative	protein_coding
PF3D7-1437800	TRAPPC5_41-2_protein	protein_coding
PF3D7-1437900	HSP40_HSP40%2C_subfamily_A	protein_coding
PF3D7-1438000	eukaryotic_translation_initiation_factor_eIF2A%2C_putative	protein_coding
PF3D7-1438100	SEC62_translocation_protein_SEC62%2C_putative	protein_coding
PF3D7-1438200	tRNA_Selenocysteine	tRNA
PF3D7-1438300	tRNA_Methionine	tRNA
PF3D7-1438400	MCA2_metacaspase-2	protein_coding
PF3D7-1438500	CPSF3_cleavage_and_polyadenylation_specificity_factor_subunit_3%2C_putative	protein_coding
PF3D7-1438600	GET4_Golgi_to_ER_traffic_protein_4	protein_coding
PF3D7-1438700	DNA_primase_small_subunit	protein_coding
PF3D7-1438800	MD1_male_development_protein_MD1	protein_coding
PF3D7-1438900	Trx-Px1_thioredoxin_peroxidase_1	protein_coding
PF3D7-1439000	CTR1_copper_transporter	protein_coding
PF3D7-1439100	DEAD/DEAH_box_helicase%2C_putative	protein_coding
PF3D7-1439200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1439300	Sad1/UNC_domain-containing_protein%2C_putative	protein_coding
PF3D7-1439400	ubiquinol-cytochrome_c_reductase_iron-sulfur_subunit%2C_putative	protein_coding
PF3D7-1439500	ORP2_oocyst_rupture_protein_2%2C_putative	protein_coding
PF3D7-1439600	NDUFA4_cytochrome_c_oxidase_subunit_NDUFA4%2C_putative	protein_coding
PF3D7-1439700	leucine_carboxyl_methyltransferase%2C_putative	protein_coding
PF3D7-1439800	vesicle-associated_membrane_protein%2C_putative	protein_coding
PF3D7-1439900	TIM_triosephosphate_isomerase	protein_coding
PF3D7-1440000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1440100	cohesin_complex_subunit%2C_putative	protein_coding
PF3D7-1440200	SPP_stromal-processing_peptidase%2C_putative	protein_coding
PF3D7-1440300	PBGS_delta-aminolevulinic_acid_dehydratase	protein_coding
PF3D7-1440400	zinc_finger_protein%2C_putative	protein_coding
PF3D7-1440500	allantoicase%2C_putative	protein_coding
PF3D7-1440600	SOC3_protein_SOC3%2C_putative	protein_coding
PF3D7-1440700	AP3M_AP-3_complex_subunit_mu%2C_putative	protein_coding
PF3D7-1440800	MFS6_major_facilitator_superfamily_domain-containing_protein%2C_putative	protein_coding
PF3D7-1440900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1441000	NCS2_cytoplasmic_tRNA_2-thiolation_protein_2%2C_putative	protein_coding
PF3D7-1441100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1441200	60S_ribosomal_protein_L1%2C_putative	protein_coding
PF3D7-1441300	serine/threonine_protein_kinase%2C_putative	protein_coding
PF3D7-1441400	FACT-S_FACT_complex_subunit_SSRP1%2C_putative	protein_coding
PF3D7-1441500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1441600	acid_cluster_protein_33_homologue%2C_putative	protein_coding
PF3D7-1441700	ATP23_mitochondrial_inner_membrane_protease_ATP23%2C_putative	protein_coding
PF3D7-1441800	VPS60_vacuolar_protein_sorting-associated_protein_60%2C_putative	protein_coding
PF3D7-1441900	TFB5_RNA_polymerase_II_transcription_factor_B_subunit_5%2C_putative	protein_coding
PF3D7-1442000	ADP-ribosylation_factor%2C_putative	protein_coding
PF3D7-1442100	RPA3_replication_factor_A_protein_3%2C_putative	protein_coding
PF3D7-1442200	YihA2_GTP-binding_protein_YihA2	protein_coding
PF3D7-1442300	tRIP_tRNA_import_protein_tRIP	protein_coding
PF3D7-1442400	KIC9_Kelch13_interaction_candidate_KIC9	protein_coding
PF3D7-1442500	geranylgeranyl_transferase_type-2_subunit_alpha%2C_putative	protein_coding
PF3D7-1442600	TREP_sporozoite-specific_transmembrane_protein_S6	protein_coding
PF3D7-1442700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1442800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1442900	ARFGEF_Sec7_domain-containing_protein_ARFGEF%2C_putative	protein_coding
PF3D7-1443000	SRPK2_serine/threonine_protein_kinase	protein_coding
PF3D7-1443100	AKIT9_apicomplexan_kinetochore_protein_9%2C_putative	protein_coding
PF3D7-1443200	heptatricopeptide_repeat-containing_protein%2C_putative	protein_coding
PF3D7-1443300	LSM5_U6_snRNA-associated_Sm-like_protein_LSm5%2C_putative	protein_coding
PF3D7-1443400	WLP1_WD40-repeat_protein-like_protein	protein_coding
PF3D7-1443500	PARN_poly(A)-specific_ribonuclease_PARN%2C_putative	protein_coding
PF3D7-1443600	gamma-tubulin_complex_component%2C_putative	protein_coding
PF3D7-1443700	DPCK_dephospho-CoA_kinase	protein_coding
PF3D7-1443800	CWC24_pre-mRNA-splicing_factor_CWC24%2C_putative	protein_coding
PF3D7-1443900	HSP90_heat_shock_protein_90%2C_putative	protein_coding
PF3D7-1444000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1444100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1444200	EF-hand_calcium-binding_domain-containing_protein%2C_putative	protein_coding
PF3D7-1444300	LPAAT_1-acyl-sn-glycerol-3-phosphate_acyltransferase%2C_putative	protein_coding
PF3D7-1444400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1444500	eIK1_eukaryotic_translation_initiation_factor_2-alpha_kinase_1	protein_coding
PF3D7-1444600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1444700	shikimate_dehydrogenase%2C_putative	protein_coding
PF3D7-1444800	FBPA_fructose-bisphosphate_aldolase	protein_coding
PF3D7-1444900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1445000	prolyl_hydroxylase-like_protein%2C_putative	protein_coding
PF3D7-1445100	histidine--tRNA_ligase%2C_putative	protein_coding
PF3D7-1445200	MAK5_ATP-dependent_RNA_helicase_MAK5%2C_putative	protein_coding
PF3D7-1445300	ribosomal_protein_S29%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1445400	CLK1_protein_serine/threonine_kinase-1	protein_coding
PF3D7-1445500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1445600	RNA-binding_protein%2C_putative	protein_coding
PF3D7-1445700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1445800	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1445900	DDX17_ATP-dependent_RNA_helicase_DDX17	protein_coding
PF3D7-1446000	U5_spliceosomal_RNA	snRNA
PF3D7-1446100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1446200	LAP_M17_leucyl_aminopeptidase	protein_coding
PF3D7-1446300	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1446400	pdhB_pyruvate_dehydrogenase_E1_component_subunit_beta	protein_coding
PF3D7-1446500	NUP313_nucleoporin_NUP313%2C_putative	protein_coding
PF3D7-1446600	CEN2_centrin-2	protein_coding
PF3D7-1446700	AKIT4_apicomplexan_kinetochore_protein_4%2C_putative	protein_coding
PF3D7-1446800	HDP_heme_detoxification_protein	protein_coding
PF3D7-1446900	glutaminyl-peptide_cyclotransferase%2C_putative	protein_coding
PF3D7-1447000	40S_ribosomal_protein_S5	protein_coding
PF3D7-1447100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1447200	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1447300	ribosomal_protein_S14%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1447400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1447500	IMC20_inner_membrane_complex_protein%2C_putative	protein_coding
PF3D7-1447600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1447700	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1447800	calponin_homology_domain-containing_protein%2C_putative	protein_coding
PF3D7-1447900	MDR2_ABC_transporter_B_family_member_2	protein_coding
PF3D7-1448000	UTP12_U3_small_nucleolar_RNA-associated_protein_12%2C_putative	protein_coding
PF3D7-1448100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1448200	CAPG2_condensin-2_complex_subunit_G2%2C_putative	protein_coding
PF3D7-1448300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1448400	HRD3_ubiquitin-protein_ligase%2C_putative	protein_coding
PF3D7-1448500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1448600	VTI1_SNARE_protein%2C_putative	protein_coding
PF3D7-1448700	HSP20-like_chaperone%2C_putative	protein_coding
PF3D7-1448800	Appr-1-p_processing_domain_protein	protein_coding
PF3D7-1448900	SDHC_mitochondrial_respiratory_chain_complex_II_subunit%2C_putative	protein_coding
PF3D7-1449000	GEST_gamete_egress_and_sporozoite_traversal_protein%2C_putative	protein_coding
PF3D7-1449100	CLASP_domain-containing_protein%2C_putative	protein_coding
PF3D7-1449200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1449300	BRF1_transcription_factor_IIIb_subunit%2C_putative	protein_coding
PF3D7-1449400	MUS81_crossover_junction_endonuclease_MUS81%2C_putative	protein_coding
PF3D7-1449500	ApiAP2_heterochromatin-associated_factor_AP2-HF	protein_coding
PF3D7-1449600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1449700	RRP6_exosome_complex_exonuclease_RRP6	protein_coding
PF3D7-1449800	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1449900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1450000	serine/threonine_protein_kinase%2C_putative	protein_coding
PF3D7-1450100	SRP54_signal_recognition_particle_subunit_SRP54	protein_coding
PF3D7-1450200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1450300	CPR_NADPH--cytochrome_P450_reductase%2C_putative	protein_coding
PF3D7-1450400	E3_ubiquitin-protein_ligase_ZNF598%2C_putative	protein_coding
PF3D7-1450500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1450600	S-adenosylmethionine-dependent_methyltransferase%2C_putative	protein_coding
PF3D7-1450700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1450800	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1450900	acetyl-CoA_acetyltransferase%2C_putative	protein_coding
PF3D7-1451000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1451100	eEF2_elongation_factor_2	protein_coding
PF3D7-1451200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1451300	NSE2_E3_SUMO-protein_ligase_NSE2%2C_putative	protein_coding
PF3D7-1451400	Sir2B_transcriptional_regulatory_protein_sir2b	protein_coding
PF3D7-1451500	pre-mRNA-splicing_factor_CWF18%2C_putative	protein_coding
PF3D7-1451600	LAP5_LCCL_domain-containing_protein	protein_coding
PF3D7-1451700	CNB_calcineurin_subunit_B	protein_coding
PF3D7-1451800	SORTLR_sortilin	protein_coding
PF3D7-1451900	TSR1_ribosome_biogenesis_protein_TSR1%2C_putative	protein_coding
PF3D7-1452000	RON2_rhoptry_neck_protein_2	protein_coding
PF3D7-1452100	LRR3_leucine-rich_repeat_protein	protein_coding
PF3D7-1452200	aminomethyltransferase%2C_putative	protein_coding
PF3D7-1452300	DER1-1_DER1-like_protein	protein_coding
PF3D7-1452400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1452500	STX6_syntaxin-6%2C_putative	protein_coding
PF3D7-1452600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1452700	U1_snRNP-associated_protein%2C_putative	protein_coding
PF3D7-1452800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1452900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1453000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1453100	dynactin_subunit_4%2C_putative	protein_coding
PF3D7-1453200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1453300	Yos1-like_protein%2C_putative	protein_coding
PF3D7-1453400	gamma-tubulin_complex_component%2C_putative	protein_coding
PF3D7-1453500	NTH_NAD(P)_transhydrogenase%2C_putative	protein_coding
PF3D7-1453600	RAP_protein%2C_putative	protein_coding
PF3D7-1453700	P23_HSP90_co-chaperone_p23	protein_coding
PF3D7-1453800	GluPho_glucose-6-phosphate_dehydrogenase-6-phosphogluconolactonase	protein_coding
PF3D7-1453900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1454000	RNA-binding_protein%2C_putative	protein_coding
PF3D7-1454100	tRNA_intron_endonuclease%2C_putative	protein_coding
PF3D7-1454200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1454300	KIN_SNF1-related_serine/threonine_protein_kinase_KIN	protein_coding
PF3D7-1454400	APP_aminopeptidase_P	protein_coding
PF3D7-1454500	ISCU_iron-sulfur_cluster_assembly_protein_ISCU	protein_coding
PF3D7-1454600	ribosomal_protein_S11%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1454700	6PGD_6-phosphogluconate_dehydrogenase%2C_decarboxylating	protein_coding
PF3D7-1454800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1454900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1455000	PPM3_protein_phosphatase_PPM3%2C_putative	protein_coding
PF3D7-1455100	PTP1_protein_tyrosine_phosphatase%2C_putative	protein_coding
PF3D7-1455200	methyltransferase_AAMT	protein_coding
PF3D7-1455300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1455400	HlyIII_hemolysin_III	protein_coding
PF3D7-1455500	AP-1_complex_subunit_gamma%2C_putative	protein_coding
PF3D7-1455600	FER2_ferlin%2C_putative	protein_coding
PF3D7-1455700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1455800	CCp2_LCCL_domain-containing_protein	protein_coding
PF3D7-1455900	PPRD_polyprenol_reductase	protein_coding
PF3D7-1456000	AP2-HC_heterochromatin-associated_factor_AP2-HF	protein_coding
PF3D7-1456100	SHMT_serine_hydroxymethyltransferase	protein_coding
PF3D7-1456200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1456300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1456400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1456500	STAG_domain-containing_protein%2C_putative	protein_coding
PF3D7-1456600	ribosomal_protein_L28%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1456700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1456800	VP1_V-type_H(+)-translocating_pyrophosphatase%2C_putative	protein_coding
PF3D7-1456900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1457000	SPP_signal_peptide_peptidase	protein_coding
PF3D7-1457100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1457200	TRX1_thioredoxin_1	protein_coding
PF3D7-1457300	MA3_domain-containing_protein%2C_putative	protein_coding
PF3D7-1457400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1457500	VPS4_vacuolar_protein_sorting-associated_protein_4	protein_coding
PF3D7-1457600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1457700	large_ribosomal_subunit_nuclear_export_factor%2C_putative	protein_coding
PF3D7-1457800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1457900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1458000	FP1_cysteine_proteinase_falcipain_1	protein_coding
PF3D7-1458100	PET117_protein_PET117%2C_putative	protein_coding
PF3D7-1458200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1458300	alpha/beta_hydrolase%2C_putative	protein_coding
PF3D7-1458400	ADCL_aminodeoxychorismate_lyase	protein_coding
