gene_name	description	ebi_biotype
PF3D7-1022200	folate-biopterin_transporter%2C_putative	protein_coding
PF3D7-1022300	ZIPCO_ZIP_domain-containing_protein%2C_putative	protein_coding
PF3D7-1022400	SRSF4_serine/arginine-rich_splicing_factor_4	protein_coding
PF3D7-1022500	CS_citrate_synthase%2C_mitochondrial%2C_putative	protein_coding
PF3D7-1022600	Kelch10_kelch_protein_K10	protein_coding
PF3D7-1022700	PLSCR_phospholipid_scramblase	protein_coding
PF3D7-1022800	ISPG_4-hydroxy-3-methylbut-2-en-1-yl_diphosphate_synthase_(ferredoxin)	protein_coding
PF3D7-1022900	ApiCOX13_CDGSH_iron-sulfur_domain-containing_protein%2C_putative	protein_coding
PF3D7-1023000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1023100	dynein_heavy_chain%2C_putative	protein_coding
PF3D7-1023200	OMPDC_orotidine_5'-phosphate_decarboxylase	protein_coding
PF3D7-1023300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1023400	HORMA_domain_protein%2C_putative	protein_coding
PF3D7-1023500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1023600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1023700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1023800	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1023900	CHD1_SNF2_helicase%2C_putative	protein_coding
PF3D7-1024000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1024100	ookinete_maturation_gene_OMG1%2C_putative	protein_coding
PF3D7-1024200	RNA-binding_protein%2C_putative	protein_coding
PF3D7-1024300	ATPTG10_ATP_synthase-associated_protein%2C_putative	protein_coding
PF3D7-1024400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1024500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1024600	RAP_protein%2C_putative	protein_coding
PF3D7-1024700	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1024800	EXP3_exported_protein_3	protein_coding
PF3D7-1024900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1025000	EPS15_Eps15-like_protein	protein_coding
PF3D7-1025100	GFPT_glutamine--fructose-6-phosphate_aminotransferase_[isomerizing]%2C_putative	protein_coding
PF3D7-1025200	ATP12_ATP_synthase_mitochondrial_F1_complex_assembly_factor_2%2C_putative	protein_coding
PF3D7-1025300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1025400	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1025500	dynein%2C_putative	protein_coding
PF3D7-1025600	COX17_cytochrome_c_oxidase_copper_chaperone%2C_putative	protein_coding
PF3D7-1025700	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1025800	C4AP2_respiratory_chain_complex_4_associated_protein_2	protein_coding
PF3D7-1025900	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1026000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1026100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1026200	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1026300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1026400	CDC20_cell_division_cycle_protein_20_homolog%2C_putative	protein_coding
PF3D7-1026500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1026600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1026800	RPS2_40S_ribosomal_protein_S2	protein_coding
PF3D7-1026900	HCS1_biotin--protein_ligase_1	protein_coding
PF3D7-1027000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1027100	MPP10_U3_small_nucleolar_ribonucleoprotein_protein_MPP10%2C_putative	protein_coding
PF3D7-1027200	RSM22_ribosomal_protein_RSM22	protein_coding
PF3D7-1027300	nPrx_merozoite_capping_protein_1	protein_coding
PF3D7-1027400	RPB7_DNA-directed_RNA_polymerase_II_subunit_RPB7%2C_putative	protein_coding
PF3D7-1027500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1027600	SPO11-2_meiotic_recombination_protein_SPO11-2%2C_putative	protein_coding
PF3D7-1027700	CEN3_centrin-3	protein_coding
PF3D7-1027800	RPL3_60S_ribosomal_protein_L3	protein_coding
PF3D7-1027900	DHHC10_palmitoyltransferase_DHHC10%2C_putative	protein_coding
PF3D7-1028000	methyltransferase%2C_putative	protein_coding
PF3D7-1028100	PPO_protoporphyrinogen_oxidase	protein_coding
PF3D7-1028200	RING_zinc_finger_protein%2C_putative	protein_coding
PF3D7-1028300	EBP2_rRNA-processing_protein_EBP2%2C_putative	protein_coding
PF3D7-1028400	ribosome_biogenesis_protein_RPF2%2C_putative	protein_coding
PF3D7-1028500	partial_CSTF_domain-containing_protein%2C_putative	protein_coding
PF3D7-1028600	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1028700	MTRAP_merozoite_TRAP-like_protein	protein_coding
PF3D7-1028800	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1028900	IMC1m_inner_membrane_complex_protein_1m%2C_putative	protein_coding
PF3D7-1029000	conserved_Plasmodium_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1029100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1029200	WD_repeat-containing_protein%2C_putative	protein_coding
PF3D7-1029300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1029400	CDC50C_cell_division_control_protein_CDC50C	protein_coding
PF3D7-1029500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1029600	ADA_adenosine_deaminase	protein_coding
PF3D7-1029700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1029800	HPR2_heptatricopeptide_repeat_and_RAP_domain-containing_protein%2C_putative	protein_coding
PF3D7-1029900	ORC3_domain-containing_protein%2C_putative	protein_coding
PF3D7-1030000	SPT4_transcription_elongation_factor_SPT4%2C_putative	protein_coding
PF3D7-1030100	PRP22_pre-mRNA-splicing_factor_ATP-dependent_RNA_helicase_PRP22%2C_putative	protein_coding
PF3D7-1030200	CLAMP_claudin-like_apicomplexan_microneme_protein%2C_putative	protein_coding
PF3D7-1030300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1030400	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1030500	RPN9_26S_proteasome_regulatory_subunit_RPN9%2C_putative	protein_coding
PF3D7-1030600	KAE1_tRNA_N6-adenosine_threonylcarbamoyltransferase	protein_coding
PF3D7-1030700	RNA_methyltransferase%2C_putative	protein_coding
PF3D7-1030800	calmodulin%2C_putative	protein_coding
PF3D7-1030900	P28_ookinete_surface_protein_P28	protein_coding
PF3D7-1031000	P25_ookinete_surface_protein_P25	protein_coding
PF3D7-1031100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1031200	MORN1_MORN_repeat-containing_protein_1	protein_coding
PF3D7-1031300	SAE2_domain-containing_protein%2C_putative	protein_coding
PF3D7-1031400	OTU_OTU-like_cysteine_protease	protein_coding
PF3D7-1031500	DDX3X_ATP-dependent_DNA_helicase_DDX3X	protein_coding
PF3D7-1031600	GEXP15_gametocyte_exported_protein_15	protein_coding
PF3D7-1031700	I3_protein_phosphatase_inhibitor_3	protein_coding
PF3D7-1031800	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1031900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1032000	RimM_ribosome_maturation_factor_RimM%2C_putative	protein_coding
PF3D7-1032100	DCP1_mRNA-decapping_enzyme_subunit_1%2C_putative	protein_coding
PF3D7-1032200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1032300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1032400	PIGA_phosphatidylinositol_N-acetylglucosaminyltransferase_subunit_A%2C_putative	protein_coding
PF3D7-1032500	Der1-2_DER1-like_protein%2C_putative	protein_coding
PF3D7-1032600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1032700	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1032800	LRR1_centrosomal_protein_CEP110%2C_putative	protein_coding
PF3D7-1032900	RNA_polymerase_II-associated_protein_1%2C_putative	protein_coding
PF3D7-1033000	HPR1_heptatricopeptide_repeat-containing_protein_HPR1%2C_putative	protein_coding
PF3D7-1033100	AdoMetDC/ODC_S-adenosylmethionine_decarboxylase/ornithine_decarboxylase	protein_coding
PF3D7-1033200	ETRAMP10.2_early_transcribed_membrane_protein_10.2	protein_coding
PF3D7-1033300	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1033400	HAD1_haloacid_dehalogenase-like_hydrolase	protein_coding
PF3D7-1033500	WDR70_WD_repeat-containing_protein_70%2C_putative	protein_coding
PF3D7-1033600	CEF1_pre-mRNA-splicing_factor_CEF1%2C_putative	protein_coding
PF3D7-1033700	BDP1_bromodomain_protein_1	protein_coding
PF3D7-1033800	plasmepsin_VII	protein_coding
PF3D7-1033900	ubiquitin-conjugating_enzyme_E2%2C_putative	protein_coding
PF3D7-1034000	SLY1_Sec1_family_protein%2C_putative	protein_coding
PF3D7-1034100	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1034200	RPL27_ribosomal_protein_L27%2C_putative	protein_coding
PF3D7-1034300	TLAP2_thioredoxin-like_associated_protein_2%2C_putative	protein_coding
PF3D7-1034400	SDHA_flavoprotein_subunit_of_succinate_dehydrogenase	protein_coding
PF3D7-1034500	armadillo_repeat_protein%2C_putative	protein_coding
PF3D7-1034600	IF3b_translation_initiation_factor_IF-3%2C_putative	protein_coding
PF3D7-1034700	ADP-ribosylation_factor%2C_putative	protein_coding
PF3D7-1034800	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1034900	MRScyt_methionine--tRNA_ligase	protein_coding
PF3D7-1035000	U2_snRNA/tRNA_pseudouridine_synthase%2C_putative	protein_coding
PF3D7-1035100	probable_protein%2C_unknown_function	protein_coding
PF3D7-1035200	S-antigen	protein_coding
PF3D7-1035300	GLURP_glutamate-rich_protein_GLURP	protein_coding
PF3D7-1035400	MSP3_merozoite_surface_protein_3	protein_coding
PF3D7-1035500	MSP6_merozoite_surface_protein_6	protein_coding
PF3D7-1035600	H101_merozoite_surface_protein	protein_coding
PF3D7-1035700	DBLMSP_duffy_binding-like_merozoite_surface_protein	protein_coding
PF3D7-1035800	M712_probable_protein%2C_unknown_function	protein_coding
PF3D7-1035900	MAAP_merozoites-associated_armadillo_repeats_protein	protein_coding
PF3D7-1036000	MSP11_merozoite_surface_protein_11	protein_coding
PF3D7-1036300	DBLMSP2_merozoite_surface_protein	protein_coding
PF3D7-1036400	LSA1_liver_stage_antigen_1	protein_coding
PF3D7-1036500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1036600	conserved_protein%2C_unknown_function	protein_coding
PF3D7-1036700	PhLP2_phosducin-like_protein_2%2C_putative	protein_coding
PF3D7-1036800	AT1_acetyl-CoA_transporter_1%2C_putative	protein_coding
PF3D7-1036900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1037000	REV3_DNA_polymerase_zeta_catalytic_subunit%2C_putative	protein_coding
PF3D7-1037100	PyKII_pyruvate_kinase_2	protein_coding
PF3D7-1037200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1037300	AAC1_ADP%2CATP_carrier_protein_1	protein_coding
PF3D7-1037400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1037500	DYN2_dynamin-like_protein	protein_coding
PF3D7-1037600	XPB_TFIIH_basal_transcription_factor_complex_helicase_XPB_subunit%2C_putative	protein_coding
PF3D7-1037700	ERH_enhancer_of_rudimentary_homolog%2C_putative	protein_coding
PF3D7-1037800	WD_repeat-containing_protein%2C_putative	protein_coding
PF3D7-1037900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1038000	antigen_UB05	protein_coding
PF3D7-1038100	GDP_dissociation_inhibitor%2C_putative	protein_coding
PF3D7-1038200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1038300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1038400	Pf11-1_gametocyte-specific_protein	protein_coding
PF3D7-1038500	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-1038600	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-1038700	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-1038800	MEC_domain-containing_protein	protein_coding
PF3D7-1038900	esterase%2C_putative	protein_coding
PF3D7-1039000	FIKK10.2_serine/threonine_protein_kinase%2C_FIKK_family	protein_coding
PF3D7-1039100	MEC_domain-containing_protein	pseudogene
PF3D7-1039200	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1039400	erythrocyte_membrane_protein_1_(PfEMP1)%2C_pseudogene	pseudogene
PF3D7-1039600	EPF1_exported_protein_family_1%2C_pseudogene	pseudogene
PF3D7-1039700	MC-2TM_Pfmc-2TM_Maurer's_cleft_two_transmembrane_protein	protein_coding
PF3D7-1039800	EPF3_Plasmodium_exported_protein_(hyp4)%2C_unknown_function	protein_coding
PF3D7-1039900	EPF4_Plasmodium_exported_protein_(hyp5)%2C_unknown_function	protein_coding
PF3D7-1040000	RIF_PIR_protein	protein_coding
PF3D7-1040100	RIF_PIR_protein	protein_coding
PF3D7-1040200	PIR_protein	protein_coding
PF3D7-1040300	RIF_PIR_protein	protein_coding
PF3D7-1040400	RIF_PIR_protein	protein_coding
PF3D7-1040500	RIF_PIR_protein	protein_coding
PF3D7-1040600	RIF_PIR_protein	protein_coding
PF3D7-1040700	RIF_PIR_protein	protein_coding
PF3D7-1040800	RIF_PIR_protein	protein_coding
PF3D7-1040900	RIF_PIR_protein	protein_coding
PF3D7-1041000	RIF_PIR_protein	protein_coding
PF3D7-1041100	RIF_PIR_protein	protein_coding
PF3D7-1041200	RIF_PIR_protein	protein_coding
PF3D7-1041300	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-1100100	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-1100200	VAR_erythrocyte_membrane_protein_1%2C_PfEMP1	protein_coding
PF3D7-1100300	RIF_PIR_protein	protein_coding
PF3D7-1100400	RIF_PIR_protein	protein_coding
PF3D7-1100500	RIF_PIR_protein	protein_coding
PF3D7-1100600	Plasmodium_exported_protein_(PHISTa)%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1100700	stevor%2C_pseudogene	pseudogene
PF3D7-1100800	MC-2TM_Pfmc-2TM_Maurer's_cleft_two_transmembrane_protein	protein_coding
PF3D7-1100900	EPF1_exported_protein_family_1%2C_pseudogene	pseudogene
PF3D7-1101000	erythrocyte_membrane_protein_1_(PfEMP1)%2C_pseudogene	pseudogene
PF3D7-1101100	RIF_PIR_protein	protein_coding
PF3D7-1101200	RIF_PIR_protein	protein_coding
PF3D7-1101300	RIF_PIR_protein	protein_coding
PF3D7-1101400	RIF_rifin%2C_pseudogene	pseudogene
PF3D7-1101500	EPF4_Plasmodium_exported_protein_(hyp5)%2C_unknown_function	protein_coding
PF3D7-1101600	EPF3_Plasmodium_exported_protein_(hyp4)%2C_unknown_function	protein_coding
PF3D7-1101700	MC-2TM_Pfmc-2TM_Maurer's_cleft_two_transmembrane_protein	protein_coding
PF3D7-1101800	EPF1_exported_protein_family_1	protein_coding
PF3D7-1101900	erythrocyte_membrane_protein_1_(PfEMP1)%2C_pseudogene	pseudogene
PF3D7-1102100	Plasmodium_exported_protein%2C_unknown_function%2C_pseudogene	pseudogene
PF3D7-1102200	ECIJP_MEC_domain-containing_protein	protein_coding
PF3D7-1102300	Plasmodium_exported_protein%2C_unknown_function	protein_coding
PF3D7-1102400	PPCS_phosphopantothenate--cysteine_ligase%2C_putative	protein_coding
PF3D7-1102500	GEXP02_Plasmodium_exported_protein_(PHISTb)	protein_coding
PF3D7-1102600	GEXP14_gametocyte_exported_protein_14	protein_coding
PF3D7-1102700	ETRAMP11.1_early_transcribed_membrane_protein_11.1	protein_coding
PF3D7-1102800	ETRAMP11.2_early_transcribed_membrane_protein_11.2	protein_coding
PF3D7-1102900	Plasmodium_exported_protein_(hyp11)%2C_unknown_function	protein_coding
PF3D7-1103000	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1103100	RPP1_60S_acidic_ribosomal_protein_P1%2C_putative	protein_coding
PF3D7-1103200	tRNA_Glycine	tRNA
PF3D7-1103300	tRNA_Leucine	tRNA
PF3D7-1103400	SufD_iron-sulfur_cluster_assembly_protein_SufD	protein_coding
PF3D7-1103500	CPW-WPC_family_protein	protein_coding
PF3D7-1103600	ALP2a_actin-like_protein%2C_putative	protein_coding
PF3D7-1103700	CK2beta1_casein_kinase_II_beta_chain	protein_coding
PF3D7-1103800	NOT1-G_CCR4-NOT_transcription_complex_subunit_NOT1-G%2C_putative	protein_coding
PF3D7-1103900	RIIa_domain-containing_protein%2C_putative	protein_coding
PF3D7-1104000	phenylalanine--tRNA_ligase_beta_subunit	protein_coding
PF3D7-1104100	SYN13_syntaxin%2C_Qa-SNARE_family	protein_coding
PF3D7-1104200	SNF2L_chromatin_remodeling_protein	protein_coding
PF3D7-1104300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1104400	Trx-mero_thioredoxin-like_mero_protein	protein_coding
PF3D7-1104500	WD_repeat-containing_protein%2C_putative	protein_coding
PF3D7-1104600	radial_spoke_head_protein%2C_putative	protein_coding
PF3D7-1104700	RPC25_DNA-directed_RNA_polymerase_III_subunit_RPC8%2C_putative	protein_coding
PF3D7-1104800	metabolite/drug_transporter%2C_putative	protein_coding
PF3D7-1104900	calcium/calmodulin-dependent_protein_kinase%2C_putative	protein_coding
PF3D7-1105000	H4_histone_H4	protein_coding
PF3D7-1105100	H2B_histone_H2B	protein_coding
PF3D7-1105200	WDR8_WD_repeat-containing_protein_WRAP73%2C_putative	protein_coding
PF3D7-1105300	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1105400	RPS4_40S_ribosomal_protein_S4%2C_putative	protein_coding
PF3D7-1105500	CEN4_centrin-4	protein_coding
PF3D7-1105600	PTEX88_translocon_component_PTEX88	protein_coding
PF3D7-1105700	RTCB_tRNA-splicing_ligase_RtcB%2C_putative	protein_coding
PF3D7-1105800	conserved_Apicomplexan_protein%2C_unknown_function	protein_coding
PF3D7-1105900	conserved_Plasmodium_membrane_protein%2C_unknown_function	protein_coding
PF3D7-1106000	RUVB2_RuvB-like_helicase_2	protein_coding
PF3D7-1106100	ribosomal_protein_S15%2C_apicoplast%2C_putative	protein_coding
PF3D7-1106200	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1106300	XRN1_5'-3'_exoribonuclease_1%2C_putative	protein_coding
PF3D7-1106400	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1106500	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1106600	DEAD/DEAH_box_helicase%2C_putative	protein_coding
PF3D7-1106700	DNA2_DNA_replication_ATP-dependent_helicase/nuclease_DNA2%2C_putative	protein_coding
PF3D7-1106800	pTKL_pseudo-tyrosine_kinase-like_protein	protein_coding
PF3D7-1106900	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1107000	LSM4_U6_snRNA-associated_Sm-like_protein_LSm4%2C_putative	protein_coding
PF3D7-1107100	nucleic_acid_binding_protein%2C_putative	protein_coding
PF3D7-1107200	vacuolar_fusion_protein_CCZ1%2C_putative	protein_coding
PF3D7-1107300	PAIP1_polyadenylate-binding_protein-interacting_protein_1%2C_putative	protein_coding
PF3D7-1107400	RAD51_DNA_repair_protein_RAD51	protein_coding
PF3D7-1107500	prefoldin%2C_putative	protein_coding
PF3D7-1107600	coiled-coil_domain-containing_protein_40%2C_putative	protein_coding
PF3D7-1107700	PES_pescadillo_homolog	protein_coding
PF3D7-1107800	ApiAP2_heterochromatin-associated_factor_AP2-HF	protein_coding
PF3D7-1107900	MSCS_mechanosensitive_ion_channel_protein%2C_putative	protein_coding
PF3D7-1108000	IWS1-like_protein%2C_putative	protein_coding
PF3D7-1108100	conserved_Plasmodium_protein%2C_unknown_function	protein_coding
PF3D7-1108200	DTD_D-tyrosyl-tRNA(Tyr)_deacylase	protein_coding
